id,1000G population code,population,1000G superpopulation code,latitude,longitude,GTM axis 1,GTM axis 2,t-SNE axis 1,t-SNE axis 2,Principal component 1,Principal component 2
HG02141,KHV,Kinh in Ho Chi Minh City: Vietnam,EAS,10.8231,106.6297,-5.999926616998916273e-01,-9.631998462099017333e-01,-3.519721221923828125e+01,-5.423587799072265625e+01,-3.307770481815968822e+01,-4.080512638803818959e+01
HG02142,KHV,Kinh in Ho Chi Minh City: Vietnam,EAS,10.8231,106.6297,-5.995694368591598655e-01,-9.981197864537100228e-01,-2.654621315002441406e+01,-5.067314910888671875e+01,-3.148862238983692663e+01,-3.153658776685530540e+01
HG02151,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.307726863184729860e-01,-9.999998678352761683e-01,-1.106351089477539062e+01,-4.297864532470703125e+01,-3.432353098360528776e+01,-4.168998493496030733e+01
HG02152,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.657032064644062719e-01,-9.999991687974691956e-01,-1.467862033843994141e+01,-4.427614593505859375e+01,-3.394270348744450416e+01,-4.077299535649884632e+01
HG02153,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666646520322018099e-01,-9.999929303564362160e-01,-1.569249916076660156e+01,-4.376903533935546875e+01,-3.492172099540294283e+01,-4.070433798062257580e+01
HG02154,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666548457597274324e-01,-9.999862177360070437e-01,-1.591474151611328125e+01,-4.515451812744140625e+01,-3.377054320348164396e+01,-4.135184907245156438e+01
HG02155,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.667770105962813498e-01,-9.999438935037124887e-01,-1.943486022949218750e+01,-5.100910949707031250e+01,-3.362086388460464548e+01,-4.232187659190415019e+01
HG02156,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666401465696464190e-01,-9.999978891910251688e-01,-1.680374908447265625e+01,-4.638811111450195312e+01,-3.329231894221245369e+01,-4.177161291097874596e+01
HG02164,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666890811722165244e-01,-9.999997215657624450e-01,-1.490090942382812500e+01,-4.892986679077148438e+01,-3.277329695599181747e+01,-4.161052469900709383e+01
HG02165,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.669959631865076566e-01,-9.997906821872352134e-01,-2.077161598205566406e+01,-5.155687332153320312e+01,-3.214886487694411699e+01,-4.017623017985875578e+01
HG02166,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666611539735602276e-01,-9.999927455451359526e-01,-1.729112434387207031e+01,-4.634143066406250000e+01,-3.380113979116443801e+01,-4.202627618320225622e+01
HG02178,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.665036991627157792e-01,-9.999997495434587158e-01,-1.287115573883056641e+01,-4.508655548095703125e+01,-3.328652446923766917e+01,-4.352854982980041854e+01
HG02179,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.671233707059411211e-01,-9.999611677626836226e-01,-1.832825088500976562e+01,-5.046343994140625000e+01,-3.199586225748666735e+01,-4.105731290667298339e+01
HG02180,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.652596604116518431e-01,-9.999523268789308750e-01,-1.192303752899169922e+01,-4.231654739379882812e+01,-3.438006567106788225e+01,-4.157992118894642175e+01
HG02181,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.667766826546702608e-01,-9.999515010928029524e-01,-1.683234596252441406e+01,-5.086356735229492188e+01,-3.291430468430743872e+01,-4.112097067451584564e+01
HG02182,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666555629957480633e-01,-9.999735317015520097e-01,-1.737800216674804688e+01,-4.483049011230468750e+01,-3.203905280195701266e+01,-4.294184195275316540e+01
HG02184,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666861750678422127e-01,-9.999976259819761681e-01,-1.659103584289550781e+01,-4.827489089965820312e+01,-3.317610277612765657e+01,-4.241841828382572288e+01
HG02185,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666527218328953563e-01,-9.993268169744418117e-01,-1.632670593261718750e+01,-4.941035079956054688e+01,-3.211215010319453000e+01,-4.091313842509468657e+01
HG02186,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666637262757112881e-01,-9.999996430100415168e-01,-1.899461936950683594e+01,-4.704728317260742188e+01,-3.294361824104143466e+01,-4.131592742654058270e+01
HG02187,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666500949055534253e-01,-9.999984689964832585e-01,-1.825564575195312500e+01,-4.561192321777343750e+01,-3.303137747642412592e+01,-4.303175846270756466e+01
HG02188,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666698505656436402e-01,-9.999969656374443350e-01,-1.798156356811523438e+01,-4.589614486694335938e+01,-3.405289944623191190e+01,-4.275182179138077743e+01
HG02190,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.668010544199731049e-01,-9.999979340441793596e-01,-2.543945693969726562e+01,-5.356972885131835938e+01,-3.202819311905022914e+01,-4.133320402195680288e+01
HG02250,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.665100507625719040e-01,-9.999905325484710339e-01,-1.538454723358154297e+01,-4.590897750854492188e+01,-3.373646949328528422e+01,-4.024135517755694735e+01
HG02351,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.595940211715124901e-01,-9.999999851810105200e-01,-9.140099525451660156e+00,-4.403794479370117188e+01,-3.078385749381273229e+01,-4.256278517150474983e+01
HG02353,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.574214978825079658e-01,-9.999975955113005188e-01,-1.296018218994140625e+01,-4.295944976806640625e+01,-3.276036325908867752e+01,-4.211098915199774240e+01
HG02355,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666446481269013735e-01,-9.999982595290572984e-01,-1.368238067626953125e+01,-4.865451049804687500e+01,-3.238929792370741723e+01,-4.196536749202166305e+01
HG02356,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.659309713941992004e-01,-9.999999931797749486e-01,-1.091084861755371094e+01,-4.588826751708984375e+01,-3.262960321246268336e+01,-4.276669496536918302e+01
HG02360,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666435253446061804e-01,-9.999997826279857227e-01,-1.371662235260009766e+01,-4.879499435424804688e+01,-3.148282361301302501e+01,-4.225466907356346269e+01
HG02364,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.646223179596600805e-01,-9.999999105004292455e-01,-1.142257213592529297e+01,-4.558554077148437500e+01,-3.196295171349215991e+01,-4.347239226094266940e+01
HG02367,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.655021067515837663e-01,-9.999998229497745195e-01,-1.097353553771972656e+01,-4.429581069946289062e+01,-3.348877468842290739e+01,-4.321829978989870824e+01
HG02371,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666970187432267214e-01,-9.999964712468355499e-01,-1.464086341857910156e+01,-5.110267257690429688e+01,-3.225674660523292658e+01,-4.187311914495910514e+01
HG02373,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666594473197424042e-01,-9.999962439183842644e-01,-1.179421997070312500e+01,-4.774427413940429688e+01,-3.319179462328492036e+01,-4.239363030837623114e+01
HG02374,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.667221825671528102e-01,-9.999991747381692386e-01,-1.478753280639648438e+01,-5.065566253662109375e+01,-3.307116321742278586e+01,-4.120093488952272054e+01
HG02375,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.663353978123452870e-01,-9.999997681573596919e-01,-1.001411056518554688e+01,-4.634829711914062500e+01,-3.282103120764910642e+01,-4.150248398140349337e+01
HG02379,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.639508979510901243e-01,-9.999985901269752286e-01,-1.063916778564453125e+01,-4.419357681274414062e+01,-3.331913406961177770e+01,-4.154489204720357520e+01
HG02380,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666294543224170366e-01,-9.999999606032810018e-01,-1.394978809356689453e+01,-4.581693649291992188e+01,-3.456304553523769840e+01,-4.174526166683020278e+01
HG02382,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.644108898763041338e-01,-9.999994431403611550e-01,-1.390337944030761719e+01,-4.330360412597656250e+01,-3.281769709849768901e+01,-4.054466412990250745e+01
HG02383,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.662775081893154594e-01,-9.999958648530229421e-01,-1.343527030944824219e+01,-4.647261810302734375e+01,-3.312363134724947855e+01,-4.113209714710635012e+01
HG02384,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666530600976933063e-01,-9.999996985616863565e-01,-1.225448322296142578e+01,-4.600222778320312500e+01,-3.395319517175334312e+01,-4.222679591091438311e+01
HG02385,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666632199451689611e-01,-9.999973139806309641e-01,-1.324952125549316406e+01,-4.587928390502929688e+01,-3.454776601032929761e+01,-4.307437601763334811e+01
HG02386,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.665428296085795679e-01,-9.999348661819935646e-01,-1.116052913665771484e+01,-4.801224899291992188e+01,-3.275401590297727239e+01,-4.041656718079169508e+01
HG02389,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666689923217192115e-01,-9.999972531180095769e-01,-1.449699497222900391e+01,-5.093407821655273438e+01,-3.409270429901198440e+01,-4.102813871274938862e+01
HG02390,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.664877958996708762e-01,-9.999938387404117002e-01,-1.540743827819824219e+01,-4.511862564086914062e+01,-3.223443295789687824e+01,-4.177891328462897746e+01
HG02391,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666431265197127365e-01,-9.999945191224420826e-01,-1.678869247436523438e+01,-4.504813385009765625e+01,-3.317451528650141768e+01,-4.199115881236384951e+01
HG02392,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666531084465889712e-01,-9.999999089218118975e-01,-1.280332469940185547e+01,-4.753168869018554688e+01,-3.232144861037448180e+01,-4.218233780867770122e+01
HG02394,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666910631859144676e-01,-9.999986638928892724e-01,-1.464448356628417969e+01,-5.015674972534179688e+01,-3.263256571297573316e+01,-4.175086156423766681e+01
HG02395,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666271744861210657e-01,-9.999992348500000849e-01,-1.392380237579345703e+01,-4.468420791625976562e+01,-3.417661290967556909e+01,-4.282215853072634815e+01
HG02396,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666581319107850900e-01,-9.999991123216187550e-01,-1.571801090240478516e+01,-4.453313064575195312e+01,-3.421966284402150649e+01,-4.162080142802501825e+01
HG02397,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666781591411998109e-01,-9.999927736282046009e-01,-1.426107406616210938e+01,-5.177525329589843750e+01,-3.367783692531488526e+01,-4.100917210722225548e+01
HG02398,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.669381646973921884e-01,-9.999998496508277768e-01,-1.291229915618896484e+01,-5.248638153076171875e+01,-3.362530369929059759e+01,-4.088472370461572325e+01
HG02399,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.664695087080875102e-01,-9.999888691471531255e-01,-1.490297794342041016e+01,-4.559245681762695312e+01,-3.208950077052020333e+01,-4.055641627663640492e+01
HG02401,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.664214371359484690e-01,-9.999999947144195822e-01,-1.346875476837158203e+01,-4.518133163452148438e+01,-3.305076652069584497e+01,-4.153882871498131379e+01
HG02402,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.662013659672716304e-01,-9.999999442639755376e-01,-1.071286392211914062e+01,-4.569021606445312500e+01,-3.394920619960777231e+01,-4.186220155592997827e+01
HG02406,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.674521483341185224e-01,-9.999954603408877096e-01,-1.372028923034667969e+01,-5.171520233154296875e+01,-3.566031981957956987e+01,-4.176379460584776382e+01
HG02407,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666977683414906264e-01,-9.999994701610493975e-01,-1.384174633026123047e+01,-5.105536651611328125e+01,-3.411877113744751711e+01,-4.137695891999667452e+01
HG02408,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.658502927807817717e-01,-9.999856616826023892e-01,-1.511502075195312500e+01,-4.490645217895507812e+01,-3.199743271569539615e+01,-4.141682452133253634e+01
HG02409,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.608359194059156172e-01,-9.999625704880430455e-01,-9.880947113037109375e+00,-4.483749771118164062e+01,-3.295966448882584388e+01,-3.971558956242565586e+01
HG02410,CDX,Chinese Dai in Xishuangbanna: China,EAS,22.0088,100.7971,-4.666633518572289585e-01,-9.999637642575980312e-01,-1.689335060119628906e+01,-4.483890914916992188e+01,-3.339808429147488056e+01,-4.150299496141128941e+01
HG02512,KHV,Kinh in Ho Chi Minh City: Vietnam,EAS,10.8231,106.6297,-5.292861348622428519e-01,-9.999008315351184395e-01,-1.754728507995605469e+01,-5.509016036987304688e+01,-3.364162952668095130e+01,-4.141946285103588821e+01
HG02513,KHV,Kinh in Ho Chi Minh City: Vietnam,EAS,10.8231,106.6297,-4.666668785016501730e-01,-9.998062438469453861e-01,-1.696745491027832031e+01,-4.759091949462890625e+01,-3.315600838464142441e+01,-4.235777290389028593e+01
HG02521,KHV,Kinh in Ho Chi Minh City: Vietnam,EAS,10.8231,106.6297,-4.902039385007634364e-01,-9.997444968303135227e-01,-2.505408096313476562e+01,-5.228395843505859375e+01,-3.220454234388220982e+01,-3.995058044078196247e+01
HG02522,KHV,Kinh in Ho Chi Minh City: Vietnam,EAS,10.8231,106.6297,-4.695511292210593490e-01,-9.866688022055871699e-01,-1.640074348449707031e+01,-5.441822814941406250e+01,-3.009461312179804438e+01,-3.957738462915361310e+01
NA18525,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.048439732055287843e-01,-9.897195905026023866e-01,-5.607227706909179688e+01,-4.885721969604492188e+01,-3.244283957554888076e+01,-3.934086837950210480e+01
NA18526,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.103458015285464056e-01,-9.999554656315990941e-01,-5.077099990844726562e+01,-5.396579742431640625e+01,-3.301359381679449001e+01,-4.277708923956134868e+01
NA18528,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999517861091224979e-01,-9.779404074982962491e-01,-6.132432174682617188e+01,-4.425767898559570312e+01,-3.190748232219056035e+01,-4.041819426209055877e+01
NA18530,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.995702503371273195e-01,-9.544700490872636278e-01,-6.151878738403320312e+01,-4.797692108154296875e+01,-3.396434476607456077e+01,-4.111094256102908417e+01
NA18531,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999985206193925391e-01,-9.540909978670542024e-01,-6.177377319335937500e+01,-4.475843429565429688e+01,-3.332166283374937876e+01,-3.946681295964086189e+01
NA18532,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.882682100394956315e-01,-8.929335185893357840e-01,-5.612966918945312500e+01,-4.794530868530273438e+01,-3.181599050635726300e+01,-4.116777257226087983e+01
NA18533,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.518401445472155720e-01,-9.994213170189676365e-01,-5.097459411621093750e+01,-5.396934127807617188e+01,-3.378896770967583763e+01,-4.271894444519964651e+01
NA18534,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.966149894228100159e-01,-9.494383632098825077e-01,-5.856095123291015625e+01,-4.536878585815429688e+01,-3.399906301646868911e+01,-3.795067157809186398e+01
NA18535,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.989443583461401488e-01,-9.750312150882224360e-01,-6.007860565185546875e+01,-4.770925140380859375e+01,-3.425997064881531884e+01,-3.931044783416380284e+01
NA18536,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.667313682559274479e-01,-9.999937241462005799e-01,-5.249682998657226562e+01,-5.395878219604492188e+01,-3.369791915528227833e+01,-4.097796022834822338e+01
NA18537,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.698903067540996181e-01,-9.867188136264968268e-01,-5.783806610107421875e+01,-4.924773788452148438e+01,-3.625176247794777140e+01,-4.087637545061048883e+01
NA18538,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999102511405889571e-01,-9.797167648922009420e-01,-6.289034652709960938e+01,-4.752576828002929688e+01,-3.340108322501298233e+01,-4.194107771193371548e+01
NA18539,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999722788974649834e-01,-8.670134105568187977e-01,-5.921870040893554688e+01,-4.573117446899414062e+01,-3.394203276101408306e+01,-4.026458697295291955e+01
NA18541,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999086638118201975e-01,-9.402318824739137604e-01,-6.107844161987304688e+01,-4.814361190795898438e+01,-3.366181098305745678e+01,-4.047482140557884378e+01
NA18542,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.998710167012079264e-01,-9.373836156360928484e-01,-5.979161834716796875e+01,-4.458274078369140625e+01,-3.334290290596609907e+01,-4.020115423763349582e+01
NA18543,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-7.349038105999863291e-01,-9.903475766971812089e-01,-4.639154434204101562e+01,-5.452670669555664062e+01,-3.481891078036019138e+01,-4.222048961994933336e+01
NA18544,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.959685238355538983e-01,-9.975562584378238062e-01,-6.067732620239257812e+01,-4.827789306640625000e+01,-3.473305850459578181e+01,-4.087525803632205879e+01
NA18545,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-7.345062728974752764e-01,-9.687939892652169815e-01,-4.648525238037109375e+01,-5.561808013916015625e+01,-3.452982085017182357e+01,-4.249663408415518973e+01
NA18546,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.991010307574668126e-01,-8.813821902827637667e-01,-5.954903793334960938e+01,-4.529864501953125000e+01,-3.438675568868048060e+01,-4.195969126661866966e+01
NA18547,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999887615870620694e-01,-9.997625856508537412e-01,-6.324739456176757812e+01,-4.669477844238281250e+01,-3.275013116634750077e+01,-4.177119729007841897e+01
NA18548,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.972623338977270047e-01,-9.903485168951112749e-01,-5.995189666748046875e+01,-4.646258163452148438e+01,-3.473227185262272343e+01,-3.945831925047085775e+01
NA18549,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-7.435940507237823738e-01,-9.994344960293461977e-01,-4.839154434204101562e+01,-5.527939224243164062e+01,-3.318816073896765317e+01,-4.400210582120378433e+01
NA18550,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-6.061804300516766553e-01,-9.999397324544052612e-01,-3.869940567016601562e+01,-5.534107208251953125e+01,-3.431105988130271811e+01,-4.164618142010264989e+01
NA18552,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.664976428898184535e-01,-9.867904783494718668e-01,-5.279755401611328125e+01,-5.116046142578125000e+01,-3.397286047593338765e+01,-4.067203957288320737e+01
NA18553,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.998616294637565627e-01,-8.696834923946662466e-01,-5.728015518188476562e+01,-4.618622970581054688e+01,-3.316132161798682176e+01,-3.985838139474875419e+01
NA18555,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.666554736568327089e-01,-9.997009064985136195e-01,-5.218851852416992188e+01,-5.243719863891601562e+01,-3.472600742160783938e+01,-4.250205772094981427e+01
NA18557,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.500470013169846073e-01,-9.402876093354831655e-01,-5.874172973632812500e+01,-4.816668701171875000e+01,-3.464288553539335425e+01,-4.069531056076234421e+01
NA18558,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.019884554028149148e-01,-9.900215993728239683e-01,-5.850427627563476562e+01,-4.901782226562500000e+01,-3.485752387972728883e+01,-3.960766816282574609e+01
NA18559,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.667125237667310245e-01,-9.463663242688588051e-01,-5.448328781127929688e+01,-4.986161804199218750e+01,-3.594622351277900663e+01,-4.189503596561594634e+01
NA18560,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.390819985192496944e-01,-9.994204857988570057e-01,-4.979712295532226562e+01,-5.453848266601562500e+01,-3.248048236687171908e+01,-4.279868798568411847e+01
NA18561,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999921299556343568e-01,-9.981321688623134847e-01,-6.240230178833007812e+01,-4.740330123901367188e+01,-3.412545900748051508e+01,-3.812322487748711808e+01
NA18562,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.451130561251955831e-01,-9.577759049091718602e-01,-5.846099090576171875e+01,-4.823266220092773438e+01,-3.486824087523763893e+01,-4.053107150586181717e+01
NA18563,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999250999610891366e-01,-9.924655809110947136e-01,-6.226681518554687500e+01,-4.797865676879882812e+01,-3.454368147811940304e+01,-3.917534724012138270e+01
NA18564,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.993865719622700983e-01,-8.768539119906662016e-01,-5.896152114868164062e+01,-4.551568222045898438e+01,-3.258091327819719396e+01,-4.074149200223730105e+01
NA18565,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.635519003959069018e-01,-9.999645478409703303e-01,-5.191519927978515625e+01,-5.307224273681640625e+01,-3.393444717448306847e+01,-4.290322383466158129e+01
NA18566,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.609841324730759027e-01,-9.298483978893982149e-01,-5.882457733154296875e+01,-4.803672790527343750e+01,-3.511918599073259628e+01,-4.203894555083581963e+01
NA18567,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.882397613565140349e-01,-9.951981541072016935e-01,-5.957101058959960938e+01,-4.807469558715820312e+01,-3.354179253903507174e+01,-4.049246969611388636e+01
NA18570,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-7.978741438435288380e-01,-8.943154239475661349e-01,-4.742179489135742188e+01,-5.551427078247070312e+01,-3.564873281197586152e+01,-4.269069094498985351e+01
NA18571,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-7.336656861852023370e-01,-9.732759213032634582e-01,-4.344937515258789062e+01,-5.186985015869140625e+01,-3.416755295554510496e+01,-4.015396585049033717e+01
NA18572,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999345066960745321e-01,-8.674830982579082583e-01,-6.121065521240234375e+01,-4.904241561889648438e+01,-3.524858819803696974e+01,-4.185800790464649879e+01
NA18573,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.553131690619569794e-01,-9.987987829452251720e-01,-5.072721481323242188e+01,-5.274977111816406250e+01,-3.375817540486437451e+01,-4.077263862881864043e+01
NA18574,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999731650148558915e-01,-9.341328287670029873e-01,-6.163795471191406250e+01,-4.528820037841796875e+01,-3.348228631584996151e+01,-4.027907711563329229e+01
NA18577,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.731405235735538728e-01,-9.912953040997022347e-01,-5.704152679443359375e+01,-5.005073547363281250e+01,-3.483781311047685136e+01,-4.213103006201291123e+01
NA18579,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999084965552428317e-01,-9.966570178599211127e-01,-6.301542663574218750e+01,-4.757107543945312500e+01,-3.527883636328861172e+01,-4.160798311027979679e+01
NA18582,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-7.345607494724681885e-01,-9.978449169493874837e-01,-4.655581665039062500e+01,-5.436561203002929688e+01,-3.521831473555359082e+01,-4.161077221013950833e+01
NA18591,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-7.361398666246613542e-01,-9.789977587339955267e-01,-4.701098251342773438e+01,-5.640636444091796875e+01,-3.312134190484493956e+01,-4.315197161659107650e+01
NA18592,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.984499163135748256e-01,-9.080114993097350151e-01,-5.954275894165039062e+01,-4.689419174194335938e+01,-3.433304888675255029e+01,-4.106017182785482333e+01
NA18593,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.808010329755993961e-01,-9.441609008162974437e-01,-5.826558685302734375e+01,-4.687261962890625000e+01,-3.176665009312916865e+01,-4.273512037085510684e+01
NA18595,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.997710927717012863e-01,-9.928279166103759490e-01,-6.251938247680664062e+01,-4.670974731445312500e+01,-3.438600294107752831e+01,-4.133708443436853486e+01
NA18596,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.997269032121919308e-01,-9.994881159556299188e-01,-6.319614410400390625e+01,-4.680025863647460938e+01,-3.487423202999987382e+01,-4.045180796485819030e+01
NA18597,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.654379984868771691e-01,-9.338548767320955513e-01,-6.008056640625000000e+01,-4.921612930297851562e+01,-3.561883647997260738e+01,-4.199307655366255432e+01
NA18599,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.999715020040094160e-01,-9.904927126637452783e-01,-6.167096710205078125e+01,-4.530852508544921875e+01,-3.062194576336415608e+01,-3.925440556023301752e+01
NA18602,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.849771361192846353e-01,-9.924886382716197053e-01,-5.929475402832031250e+01,-4.928010559082031250e+01,-3.573043637845099596e+01,-4.102493896637189152e+01
NA18603,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-8.666599188311987501e-01,-9.973537727881658377e-01,-5.269349670410156250e+01,-5.264883041381835938e+01,-3.359925895556287401e+01,-4.213474679009686241e+01
NA18605,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-9.998080918783562865e-01,-9.111564011522579332e-01,-6.110638046264648438e+01,-4.839637374877929688e+01,-3.415261125916565987e+01,-4.108277533483708766e+01
NA18606,CHB,Han Chinese in Beijing: China,EAS,39.9042,116.4074,-7.569230364817955969e-01,-9.999404240756122331e-01,-4.811872100830078125e+01,-5.232585144042968750e+01,-3.316182158011336867e+01,-4.210155884010632121e+01
